image,seg_index,model,onnx,img_path,phi,yhat,L_global,L_global_src,global_result,L_global_imputed,L_object,L_object_src,object_result,L_object_imputed,L_background,L_background_src,background_result,L_background_imputed,Gamma,Gamma_defined
resnet_medium__label_0__idx_2404,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_0__idx_2404.png,0.05336809158325195,23,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.05336809158325195,True
resnet_large__label_34__idx_4347,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_34__idx_4347.png,0.03800678253173828,23,0.0029540061950683,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.04096078872680658,True
resnet_medium__label_9__idx_4461,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_9__idx_4461.png,0.027614593505859375,79,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,-0.027614593505859375,True
resnet_large__label_10__idx_7516,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_10__idx_7516.png,0.6740055084228516,99,0.2395647764205932,lb_min_finite,timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_10__idx_8477,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_10__idx_8477.png,0.3806288242340088,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_11__idx_3469,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_11__idx_3469.png,0.2772672176361084,28,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_12__idx_6868,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_12__idx_6868.png,0.6185035705566406,99,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_12__idx_8525,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_12__idx_8525.png,1.0079288482666016,94,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_18__idx_1992,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_18__idx_1992.png,0.6669363975524902,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_18__idx_5863,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_18__idx_5863.png,1.2434282302856445,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_18__idx_75,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_18__idx_75.png,0.49880099296569824,99,0.0972997844219207,lb_min_finite,timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_18__idx_917,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_18__idx_917.png,0.00881195068359375,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_1__idx_8126,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_1__idx_8126.png,0.23236703872680664,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0044143199920654,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_21__idx_9995,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_21__idx_9995.png,0.2112579345703125,50,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_25__idx_2893,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_25__idx_2893.png,0.6032917499542236,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_26__idx_8903,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_26__idx_8903.png,0.8616328239440918,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_2__idx_3801,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_2__idx_3801.png,0.2050340175628662,99,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_31__idx_3906,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_31__idx_3906.png,0.3544802665710449,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_31__idx_4804,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_31__idx_4804.png,0.3803133964538574,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_36__idx_2400,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_36__idx_2400.png,0.2349855899810791,99,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_37__idx_7273,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_37__idx_7273.png,0.6795740127563477,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_40__idx_3718,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_40__idx_3718.png,2.02653431892395,28,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_40__idx_4421,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_40__idx_4421.png,0.8134341239929199,94,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_42__idx_1753,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_42__idx_1753.png,0.20772147178649902,79,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_48__idx_5797,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_48__idx_5797.png,0.6999213695526123,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_48__idx_6431,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_48__idx_6431.png,0.9520721435546875,8,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_48__idx_8860,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_48__idx_8860.png,0.8160281181335449,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_51__idx_2582,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_51__idx_2582.png,1.0140612125396729,28,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_53__idx_7605,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_53__idx_7605.png,0.026638507843017578,60,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_58__idx_7923,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_58__idx_7923.png,0.2967391014099121,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_63__idx_6947,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_63__idx_6947.png,0.6211400032043457,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_64__idx_2767,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_64__idx_2767.png,0.35234642028808594,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0366091728210449,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_71__idx_4338,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_71__idx_4338.png,0.00834512710571289,71,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_78__idx_5742,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_78__idx_5742.png,0.4531373977661133,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_80__idx_3620,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_80__idx_3620.png,0.4590456485748291,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0189366340637207,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_81__idx_3388,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_3388.png,0.6004009246826172,79,0.1230788230895996,lb_min_finite,timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_81__idx_9853,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_81__idx_9853.png,0.08799266815185547,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_83__idx_7948,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_83__idx_7948.png,0.010097742080688477,10,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_85__idx_4482,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_85__idx_4482.png,0.3810281753540039,99,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_86__idx_5679,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_86__idx_5679.png,0.5259013175964355,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_89__idx_9025,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_89__idx_9025.png,0.002870321273803711,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_91__idx_200,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_91__idx_200.png,1.2597832679748535,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_94__idx_9000,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_94__idx_9000.png,1.2178969383239746,94,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_large__label_95__idx_1371,0,CIFAR100_resnet_large,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_large.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_95__idx_1371.png,0.025307416915893555,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_0__idx_5369,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_0__idx_5369.png,0.28649234771728516,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_11__idx_7329,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_11__idx_7329.png,1.2141036987304688,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_15__idx_4836,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_15__idx_4836.png,2.071676731109619,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_15__idx_6893,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_15__idx_6893.png,0.4048933982849121,96,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_17__idx_9758,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_17__idx_9758.png,0.23042845726013184,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_18__idx_4586,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_18__idx_4586.png,0.04063010215759277,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_18__idx_9124,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_18__idx_9124.png,0.22380781173706055,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_20__idx_5266,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_20__idx_5266.png,0.6218681335449219,61,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_21__idx_4555,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_21__idx_4555.png,0.3206496238708496,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_25__idx_2906,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_25__idx_2906.png,0.7526288032531738,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_26__idx_9099,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_26__idx_9099.png,0.5448379516601562,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_27__idx_3020,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_27__idx_3020.png,0.4232316017150879,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0615288019180297,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_29__idx_5525,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_29__idx_5525.png,0.920689582824707,99,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat False,True,,False
resnet_medium__label_30__idx_282,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_30__idx_282.png,1.474385380744934,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
